Sample_ID	DNA_concentration	k__Bacteria	k__Archaea	k__Eukaryota	unclassified	bac_frac	Sample_type	log_copies_per_extraction	Plate	alpha
P01G03	2.93	100	0	0	0	0.9431135291363276	next_day	7.62851911937808	P01	0.5693419905884416
P01H03	7.33	90.81269904635649	1.362192528984e-4	0	9.18716	0.9419095595927722	next_day	8.49163659288344	P01	2.502294870937538
P01A04	152.39	91.0707321872156	0	0	8.92927	0.9430730864556368	next_day	9.797431071060917	P01	3.449869237165322
P01B04	121.81	89.65092304691024	0	0	10.34908	0.9695522869306136	next_day	9.781999091949483	P01	2.943441096068645
P01C04	18.33	92.01942629923288	0	0	7.98057	0.9778961017191484	next_day	9.06499340259732	P01	0.5883538819746933
P01D04	45.69	95.47830880757736	0	0	4.52169	0.9529396197402746	next_day	9.337331959881205	P01	3.259901016282145
P01E04	51.06	93.8673421264974	0	0	6.1326599999999996	0.9122361360832694	next_day	9.510709607838216	P01	2.8467708237846168
P01F04	5.23	100	0	0	0	0.9496718871176296	next_day	8.384172760704772	P01	2.784546850939368
P01G04	156.27	95.13974935754808	0	0	4.86025	0.9577681752228352	next_day	10.02518989528843	P01	3.4000744618546963
P01H04	146.68	90.24027345318824	0	0	9.75973	0.8791378180585668	next_day	9.876434760833568	P01	3.452293979224734
P01A05	128.19	92.59315786461774	0	0	7.40684	0.9150332461031236	next_day	9.687008933784464	P01	3.5517144937130496
P01B05	174.79	96.0847540900852	0	0	3.91525	0.9595391827876332	next_day	9.931516871932118	P01	3.3104773067194673
P01C05	19.73	96.4235561588135	0	0.0125849164103167	3.56386	0.9716010932202336	next_day	8.941187604803966	P01	0.6857653493275173
P01D05	193.42	94.93470552093956	0	0	5.06529	0.9653405503326916	next_day	10.134375343463	P01	3.167207127797582
P01E05	70	92.43877277145482	0	0	7.56123	0.9324729832306856	next_day	9.759249101709027	P01	1.073268567821113
P01F05	8.93	100	0	0	0	0.9749909817343002	next_day	8.69910298983958	P01	1.524928177779754e-4
P01G05	38.07	85.3491085228135	0.4176842809543494	0	14.23321	0.938436369500998	next_day	9.08214619835238	P01	3.739564307273224
P01H05	36.07	88.70884216764108	0.4680090327849559	0	10.82315	0.8894893143672749	next_day	9.388161824275574	P01	3.142565445512477
P01A06	42.52	94.0558382779096	1.7944711530425128	0	4.14969	0.9133592750460816	next_day	9.460323461082092	P01	3.1680595334677473
P01B06	9.48	100	0	0	0	0.9439777611590588	next_day	8.69827652007682	P01	0.00689718843248529
P01C06	139.58	84.20183929040898	0.8587289668410679	0	14.93943	0.9580792369713552	next_day	9.763116175397942	P01	3.813374641481922
P01D06	16.84	97.29680842079884	0	0.1705776724017103	2.53261	0.9131610568244428	next_day	8.753516435500856	P01	0.9923125054346996
P01E06	1.52	91.78116510643795	0	2.3652497962415064	5.85359	0.8375305962733413	next_day	6.522878745280337	P01	2.814194451131144
P01F06	122.07	97.5335232532136	0	0.0068180698584827	2.45966	0.9137924168879764	next_day	9.760067254273288	P01	2.2712979758779057
P01G06	131.26	86.91179265242752	0.0194986886478031	0	13.06871	0.9401739108691168	next_day	9.967741734651222	P01	3.3578954828895946
P01H06	142.12	94.01599301204448	0	0	5.98401	0.9488912946689926	next_day	10.307393691340977	P01	3.6212416110488106
P01A07	117.57	94.55497435042764	0	0	5.44503	0.9429208897897782	next_day	9.813262487257935	P01	3.1161290781763222
P01B07	10.98	100	0	0	0	0.9705296099156924	next_day	8.820292959227489	P01	3.2362812033286586e-4
P01C07	2.4	89.87298883595571	0	0	10.12701	0.9705823776852084	next_day	7.657747511005874	P01	0.5181866774291932
P01D07	101.33	87.6682493055917	0.298100365766298	0	12.03365	0.945319896224728	next_day	9.786121759964672	P01	3.448345169861805
P01E07	14.38	100	0	0	0	0.9777531050010956	next_day	8.792843778766265	P01	0.00554093891527312
P01F07	77.64	82.98856867478763	0.8637120321941957	0	16.14772	0.9465140023344938	next_day	9.755234591088955	P01	3.3048492154654574
P01G07	2.75	98.71537589964088	0	0	1.28462	0.952272232612592	next_day	7.893073114109562	P01	0.06886198564370098
P01H07	150.07	87.2881946187762	0	0	12.71181	0.9448441496927152	next_day	10.30086119981376	P01	2.1344731327451263
P01A08	1.35	90.96536208793226	0.5138814028568901	0.2198025914789374	8.30096	0.5134565158001271	next_day	6.522878745280337	P01	3.606021579320043
P01B08	0.01	75.12692835925921	0.1922030976559444	24.123696386599157	0.55717	0.7686547567907969	next_day	6.522878745280337	P01	3.2185795129466204
P01C08	1.48	76.0265287907341	0	21.147199375153747	2.82627	0.8261195421024504	next_day	7.362711356421974	P01	0.8343601906428899
P01D08	0.34	3.46678	0.00877	96.52444	0	0.8145023751109811	next_day	6.522878745280337	P01	0.33158149115837493
P01E08	51.22	91.52992500776966	0	0	8.47007	0.8910883815620467	next_day	9.409778553704967	P01	2.1409532530165727
P01F08	40.18	100	0	0	0	0.9085159905946067	next_day	9.494675762635724	P01	2.2620867037374524
P01G08	54.81	95.76002654486956	0	0	4.23997	0.8742568326646969	next_day	9.062391975949073	P01	1.4794307514117646
P01H08	9.38	95.77387431586554	0	0	4.22613	0.8797637298676175	next_day	8.619857664456191	P01	2.006014379127632
P01A09	59.94	92.4344250277619	0	0	7.56557	0.9557221740137136	next_day	9.741882540530325	P01	2.351695122223629
P01B09	132.93	94.99875502726655	0	0	5.00124	0.8567320238450565	next_day	9.977869094598258	P01	2.756985873343291
P01C09	84.7	90.21644529318262	0	0	9.78355	0.8649181897454917	next_day	9.747823372295525	P01	2.9700950323305166
P01D09	85.95	94.41339876922191	0	0	5.5866	0.9246790994351198	next_day	9.750194325939	P01	2.503740248717693
P01E09	161.92	96.82480584526289	0	0	3.17519	0.95108578995875	next_day	10.209944702708295	P01	2.9853003395727074
P01F09	93.02	96.6468852534838	0	0	3.35311	0.9579009808930512	next_day	9.817462462927956	P01	2.569994171501929
P01G09	107.73	94.50290187279798	0	0	5.4971	0.9439390627751816	next_day	10.001295496655288	P01	2.33984746375301
P01H09	61.14	92.0390138379301	0	0	7.96099	0.9665694011433578	next_day	9.55963257493994	P01	2.46196410699117
P01A10	42.15	92.91242992807346	0	0	7.08757	0.9541282868563088	next_day	9.427685991980436	P01	2.6514089160277137
P01B10	22.33	84.5301403927494	0	0.1805778380526006	15.28928	0.9310054423264044	next_day	9.29856895534255	P01	1.4836266578133783
P01C10	87.29	89.30866013446031	0	0.0434340529845169	10.64791	0.923471699421375	next_day	9.671599581127616	P01	1.6387577986159092
P01D10	55.25	88.21489739500764	0.0025671282176258	0	11.78254	0.880257513543973	next_day	9.3182376866763	P01	1.7727400548667342
P01E10	35.36	88.4483119801649	0	0.0484165601844251	11.50327	0.9109087998364874	next_day	9.718460704625764	P01	1.7582751500420082
P01F10	31.13	71.94275211012028	0	0	28.05725	0.7849237374440802	next_day	8.617825022970647	P01	1.827348638425556
P01G10	8.93	88.24942127001074	0	0	11.75058	0.9071315994827714	next_day	8.130941602688015	P01	2.449243384969674
P01H10	21.09	86.51671297940932	0	0.0582562968259787	13.42503	0.8612637471620412	next_day	9.242957630080822	P01	1.9668269974851764
P01A11	52.42	86.90856062306864	0	0	13.09144	0.9459019717057086	next_day	9.535723695199437	P01	2.6264031787097837
P01B11	56.89	88.56363420571401	0	0	11.43637	0.9393023584133336	next_day	9.872071655369178	P01	2.043706224243389
P01C11	23.86	86.9803211728861	2.049392791693449	0	10.97029	0.9120139588346908	next_day	9.214623824766624	P01	3.699400194156992
P01D11	57.03	85.79937548019254	2.465911453716072	0	11.73471	0.9306158201538182	next_day	9.518681233780953	P01	3.7238632511776646
P01E11	55.13	85.38868679853685	2.003035759371777	0	12.60828	0.9053537494144748	next_day	9.43265331151648	P01	3.596693810775886
P01F11	23.46	87.23112296671937	0.4057763713149666	0	12.3631	0.9362547862709466	next_day	9.15750571329494	P01	3.4065102546837567
P01G11	82.4	80.68360275024622	1.0048992765326226	0	18.3115	0.9240190853076808	next_day	9.560464527588492	P01	3.492355716676502
P01H11	68.92	94.07174927700343	0.0476526531972606	0	5.8806	0.9531434706785084	next_day	9.692766668969398	P01	2.9922393410169708
P03A01	6.43	87.47764438155765	0	0	12.52236	0.8880924957651942	next_day	8.441244417491726	P03	2.2341075940371584
P03B01	122.93	97.51721320993398	0	0	2.48279	0.9422416911258696	next_day	9.973356681205686	P03	3.177390198859438
P03C01	59.79	93.57109887251016	0.0387919387521871	0	6.39011	0.9167708944997924	next_day	9.565804446965023	P03	3.601367016080518
P03D01	106.21	85.950511569534	0.0364670776442683	0	14.01302	0.899003147636312	next_day	9.759102035428697	P03	3.168712599776395
P03E01	21.05	96.52227269013925	0	0	3.47773	0.9569658018514456	next_day	8.628961549059621	P03	1.936091784678759
P03F01	11.3	97.0426061616948	0	0	2.95739	0.8983461755920142	same_day	8.44362161313554	P03	2.289971196860309
P03G01	121.16	92.0881020878974	0.0089702548461832	0	7.90293	0.8990815225411304	same_day	10.053947807228756	P03	3.875407479535328
P03H01	84.44	90.514535918356	0	0	9.48546	0.9587006292980996	same_day	9.628675323626652	P03	3.492045068173425
P03A02	111.42	91.7937452778486	0	0	8.20625	0.9473975912105078	same_day	9.929049780106604	P03	3.5325414505331216
P03B02	23.66	99.75330028462992	0	0	0.2467	0.5958676971738881	same_day	8.694381047059144	P03	2.46750904704934
P03C02	52.33	95.29306904925537	0.0286727799422226	0	4.67826	0.9240713481508036	same_day	9.298665987592534	P03	3.4908469733819496
P03D02	150.65	89.46129071874893	0	0	10.53871	0.9573996251703428	same_day	9.883233307304948	P03	3.3748748197712124
P03E02	51.42	86.70345926043387	0	0	13.29654	0.9458337370384922	same_day	9.435979707461694	P03	3.1200458964868596
P03F02	74.69	86.44906740338	2.1967679030630887	0	11.35416	0.9092897697001632	next_day	9.369616708475938	P03	3.581714749806423
P03G02	206.07	89.42053240346053	0	0	10.57947	0.9630540022600714	next_day	9.96260291340956	P03	3.1453711606142165
P03H02	131.53	93.63409468338446	0	0	6.36591	0.947952707385304	next_day	10.064161447563093	P03	3.716505569320163
P03A03	55.68	91.06314502942266	0.4658827514044097	0	8.47097	0.8925112435182075	next_day	9.427805578063335	P03	3.14208791118533
P03B03	176.51	91.32777561355702	0	0	8.67222	0.949795471929178	next_day	9.956773546004833	P03	3.552249796742417
P03C03	114.3	96.59354700483247	0.3130081732251261	0	3.09344	0.9187713871791552	next_day	9.420778793143503	P03	2.365007972186592
P03D03	223.97	90.4765416587224	0	0	9.52346	0.899009225841697	next_day	10.196017382349496	P03	3.783762647464892
P03E03	144.25	85.43458610270308	0.94576114595612	0	13.61965	0.8972702048366917	next_day	9.911841391103534	P03	3.576529150928511
P03F03	190.45	93.70071409238112	0	0	6.29929	0.9605133135691002	next_day	10.080734457696426	P03	3.6094312508990263
P03G03	228.05	91.99148907575812	0	0	8.00851	0.95686723043142	next_day	10.033600849509202	P03	3.5365609520316403
P03H03	136.47	84.18920631024842	0	0	15.81079	0.9127107923043551	next_day	9.846650894673752	P03	3.376618895072239
P03A04	156.7	88.22168454474554	0.4061993173166032	0	11.37212	0.9374122663440771	next_day	9.826895463171812	P03	3.5613230588277056
P03B04	148.55	86.11247791488661	1.9273323095083648	0	11.96019	0.9552880628280652	next_day	9.559642429931216	P03	3.2006249665955764
P03C04	43.33	90.77330637726656	0	0.0034767507938047	9.22322	0.9036881508588064	next_day	9.219523179071023	P03	3.2274117660240043
P03D04	168.56	84.12237442789868	0	0	15.87763	0.9598942744344744	next_day	10.04455861714256	P03	2.568334735162509
P03E04	82.12	80.9296641914159	2.587279758313048	0	16.48306	0.9000155548337943	next_day	9.32368827815309	P03	3.190709006596288
P03F04	55.09	82.15121689032976	0	0.0026782169804983	17.8461	0.95375274524035	next_day	9.540530317298252	P03	2.7104634822604847
P03G04	129.42	88.91177686258897	0	0	11.08822	0.8810174506405548	next_day	9.842214891078632	P03	2.821497275133314
P03H04	78.57	82.45723403610812	0	0	17.54277	0.9390784061481778	next_day	9.74047993080086	P03	2.7961996869688797
P03A05	135.91	94.60043520537808	0	0	5.39956	0.961554813563611	next_day	9.93681458896305	P03	3.422018201647861
P03B05	1.02	81.19699716183804	0	0	18.803	0.8553838829998407	next_day	7.577480160979289	P03	2.544599399460268
P03C05	83.87	83.92018472926826	1.0640278365882938	0	15.01579	0.906079941641243	next_day	9.499939768891563	P03	3.601317644025085
P03D05	36.48	94.72014943137866	0	0	5.27985	0.894538998851163	next_day	8.830072057596247	P03	2.6122939824381097
P03E05	164.5	90.37948546631692	0	0	9.62051	0.9168024994715758	next_day	9.93654676229844	P03	3.0672192435472083
P03F05	52.58	96.5645141187815	0	0	3.43549	0.9497460747890596	next_day	9.465787661616206	P03	3.171892785822373
P03G05	86.01	83.01115655098289	0	0	16.98884	0.9685827945908938	next_day	9.547672526688356	P03	2.4074137609745923
P03H05	5.59	98.40385964470757	0	0	1.59614	0.8667397372410528	next_day	8.033387980422651	P03	2.431700373459849
P03A06	14.93	97.12462649251236	0	0	2.87537	0.951332584791399	next_day	8.728583107057347	P03	2.2673876282917704
P03B06	113.45	81.17164917723527	0	0	18.82835	0.8379512458450509	next_day	9.832007752063475	P03	2.6753971823236156
P03C06	56.37	93.349057365875	0.0017176542603704	0	6.64922	0.9556967517598168	next_day	9.530879868936283	P03	3.3218204794831743
P03D06	16.13	100	0	0	0	0.9167452710427384	next_day	8.946235365854076	P03	0.26010346897426145
P03G06	90.84	90.24298219576568	0	0	9.75702	0.934272778514067	next_day	9.658480056275383	P03	3.394644276527137
P03A07	88.75	93.3726573135651	0	0	6.62734	0.9334254055380043	next_day	9.7668059725697	P03	2.717570767776441
P03B07	84.14	88.19163773494886	0	0	11.80836	0.960666730031695	next_day	9.512596544364966	P03	2.301228797383351
P03C07	73.3	89.09757662674754	0	0	10.90242	0.955318638024102	next_day	9.583385965581996	P03	3.598833728837764
P03D07	1.91	87.98166929337353	0	0	12.01833	0.4111118574260328	next_day	6.522878745280337	P03	3.7100351131153073
P03E07	36.19	91.7535979403006	0	0	8.2464	0.8716952501853362	next_day	9.19185837758605	P03	2.5329875562360766
P03F07	143.58	94.92989325538136	0	0	5.07011	0.8844167857601856	next_day	9.929395048708482	P03	2.835242817909303
P03G07	144.75	92.86927237316765	0	0.1388704580613079	6.99186	0.8907413897062992	next_day	10.00039330869362	P03	3.0905885204243027
P03H07	57.46	92.2123375450402	0.9381746991182666	0	6.84949	0.948600149443586	next_day	9.693262580588508	P03	3.178224396557822
P03A08	101.2	94.58023858055402	0	0	5.41976	0.87712854534924245	next_day	9.989072471122904	P03	3.136095800593824
P03B08	103.55	85.5233597247908	0	0	14.47664	0.9345772228281396	next_day	9.494667128333264	P03	3.277681728019036
P03C08	47.76	81.97505109565687	0	0	18.02495	0.9000395027052929	next_day	9.257473091351091	P03	3.2786263474063864
P03D08	170.23	86.29313136474849	0	0	13.70687	0.947304303264593	next_day	9.954813683534804	P03	2.6251090439065026
P03E08	108.94	87.64829417365657	0.6586372480084889	0	11.69307	0.9557308675007914	next_day	9.657427840151778	P03	3.4833061654039708
P03F08	57.97	87.96906976164723	0	0	12.03093	0.9527551411530316	next_day	9.697881333912562	P03	3.047321666092376
P03G08	127.46	93.40288614433229	0	0	6.59711	0.962365698407152	next_day	9.955460506666814	P03	2.2360753604475883
P03H08	113.53	91.39267078424088	0	0	8.60733	0.9550003075000846	next_day	10.087245526270172	P03	3.576834591264621
P03A09	172.65	88.30206063916616	1.7403854186280758	0	9.95755	0.8940867831919462	next_day	10.121455858137915	P03	3.804027375294715
P03B09	205.67	96.43472826286066	0	0	3.56527	0.9559770642644816	next_day	10.13182122184218	P03	2.308951437551625
P03C09	126.3	89.8820843471958	0	0	10.11792	0.955007567302242	next_day	9.94085294557013	P03	3.535293721998578
P03D09	3.01	93.49874727524164	0	0	6.50125	0.30842578660736514	next_day	6.522878745280337	P03	3.8826926308260186
P03E09	4.65	72.46865651935633	0	0	27.53134	0.950634884693796	next_day	7.52549682377793	P03	2.8764937449153023
P03F09	86.13	96.76403156242608	0	0.01065489297874	3.22531	0.9455272605984416	next_day	9.94667492128167	P03	2.575419391250689
P03G09	29	97.4393123262834	0	0	2.56069	0.9137445761694658	next_day	9.374588502251838	P03	1.7792629816882064
P03A10	142.39	95.36690726261064	0	0	4.63309	0.9556760869860385	next_day	10.101450529433697	P03	2.9401514601148815
P03B10	165.86	91.12944298205046	0.0028068732955446	0	8.86775	0.9565173808903412	next_day	10.011359921986536	P03	3.110774474039831
P03C10	40.76	93.6132622440661	0.4725932521575313	0	5.91414	0.95500927659515	next_day	9.12247911923242	P03	2.8673400213942224
P03D10	50.51	85.69723960522565	0	0	14.30276	0.9435191676486486	next_day	9.453997872654169	P03	3.1137280787669126
P03E10	56.17	87.73781522957854	0	0	12.26218	0.9355761741634422	next_day	9.417190232321987	P03	3.4134120920751996
P03F10	15.2	83.37492876665935	0	0	16.62507	0.9689324124077726	next_day	8.84034758718971	P03	3.0208867141366658
P03G10	125.93	86.26278122853282	2.3852435375793024	0	11.35198	0.9246892457229908	next_day	9.94247608656772	P03	3.4522584351031753
P03H10	126.29	85.8432249111013	1.228486062961961	0	12.92829	0.8953713059581985	next_day	9.795765759551696	P03	3.744062699029958
P03B11	62.97	89.69384842158941	0	0	10.30615	0.9319279259489364	next_day	9.31424022482564	P03	1.9339919003363315
P03E11	3.5	99.9855	0	0.0145	0	0.88732772118939085	next_day	7.706212337697328	P03	1.7039018522947258
P03F11	9.17	95.05799150349254	0	0	4.94201	0.936044362858218	next_day	8.647900871709412	P03	2.707177969305373
P03G11	59.73	92.94534434093195	0	0	7.05466	0.9304765275299248	next_day	9.375439494064311	P03	3.0700884972515285
P03H11	32.03	91.0405653095209	0	0	8.95943	0.91132271285005	next_day	9.228288439905173	P03	3.3167521000725655
P05A01	37.06	94.0329679463725	0	0	5.96703	0.8582026510842059	next_day	9.318366378857249	P05	3.1061211193344853
P05B01	41.32	94.8657074360493	0	0	5.13429	0.8199877145124286	next_day	9.426502219121264	P05	3.377145385203862
P05C01	130.28	97.59963452299556	0	0	2.40037	0.914402129922512	next_day	9.9686569091537	P05	2.902784840124358
P05D01	88.71	95.2990424316964	0	0	4.70096	0.9197629404428908	next_day	9.694532924954874	P05	3.5712763630957887
P05E01	45.24	92.80715289713802	0	0	7.19285	0.8551959249002287	next_day	9.577928492663808	P05	2.622837659131772
P05F01	210.74	98.40672511662332	0	0	1.59327	0.9334737030039324	next_day	10.063425401065874	P05	3.1366063464551877
P05G01	70.92	97.20423150550326	0	0	2.79577	0.9112305999300628	next_day	9.570094881005428	P05	2.9926755101505167
P05H01	141.21	89.9983949518486	0	0	10.00161	0.9337869163399158	next_day	9.933304920040944	P05	3.8416043680320993
P05A02	30.9	95.53606692376904	0	0	4.46393	0.8948742110946898	next_day	9.0982180563586	P05	3.681686300780349
P05B02	150.7	97.78295164909348	0	0	2.21705	0.9210721060999338	next_day	9.866996072445884	P05	3.3885678043697265
P05C02	76.51	98.58275160747584	0	0	1.41725	0.9029247980786622	next_day	9.370439081919544	P05	2.8105982903028934
P05D02	138.28	94.06328350849758	0	0	5.93672	0.8543112722668695	next_day	9.78974570898948	P05	3.3005980821394076
P05E02	73.96	96.16385900130948	0	0	3.83614	0.953532430178352	next_day	9.287632935407574	P05	2.275385797486094
P05F02	145.21	76.94106636299615	0	0	23.05893	0.8900135010672269	next_day	9.63572462817477	P05	2.82419840951588
P05G02	58.33	93.62636907075704	0	0	6.37363	0.9428167638078844	next_day	9.269702877141157	P05	3.1725681580716363
P05H02	8.42	100	0	0	0	0.8277344463636213	next_day	8.742272378968629	P05	0.516254112818922
P05A03	3.8	88.74468617120188	0	0	11.25531	0.8651420573098603	next_day	7.630452717140793	P05	1.6068348428360455
P05B03	30.8	82.42453094860412	0	0	17.57547	0.9379328834606386	next_day	8.998429018850857	P05	2.9363039432705955
P05C03	16.36	92.32097324323924	0	0	7.67903	0.8765008688754208	next_day	8.654516901176432	P05	3.438917583069116
P05D03	269.63	93.93279507736564	0	0	6.0672	0.939605855951902	next_day	10.100797883881103	P05	2.6416808295668
P05E03	44.72	81.47524514027472	0.363585372318297	0	18.16117	0.9125530092809356	next_day	9.25830727406264	P05	3.1395814209983515
P05F03	118.44	72.806213307243	0	0	27.19379	0.8637110562167636	next_day	9.631921468904764	P05	2.73470498804821
P05G03	49.5	97.79389741223508	0	0	2.2061	0.884180549247844	next_day	9.253093018664606	P05	1.960569121914792
P05H03	177.88	89.54392431723966	0	0	10.45608	0.9392303164838096	next_day	9.945953113789956	P05	3.334843823032673
P05A04	5.25	91.76065154284288	0	0	8.23935	0.882063873386161	next_day	7.691612984834347	P05	2.0687413752217156
P05B04	226.26	89.14459832408514	0	0	10.8554	0.9465887722472583	next_day	9.96985840673796	P05	3.1000497545380696
